card,round,a0,ttc0,a1,ttc1,a2,ttc2,a3,ttc3,a4,ttc4,a5,ttc5,a6,ttc6,a7,ttc7,a8,ttc8,a9,ttc9
261,524537,119,24953,81,24788,121,39190,124,32863,127,20624,152,22842,397,22981,1264,78170,274,30620,374,41875
262,526528,121,25291,83,25111,123,39586,124,33237,131,20919,156,23142,407,23311,1271,78781,279,31028,379,42344
263,528555,121,25641,83,25439,126,40039,126,33641,131,21213,160,23476,413,23620,1279,79415,280,31389,386,42811
264,530538,121,25946,86,25772,127,40482,128,34010,134,21527,160,23767,418,23957,1288,80043,284,31762,392,43243
265,532521,122,26270,86,26092,129,40882,131,34388,137,21802,164,24082,426,24291,1296,80647,287,32132,397,43691
266,534630,125,26594,88,26455,129,41314,132,34810,137,22105,166,24403,429,24618,1307,81270,293,32543,400,44147
267,536626,126,26945,89,26753,130,41731,133,35164,141,22390,168,24726,435,24920,1313,81864,299,32905,403,44628
268,538600,127,27242,90,27102,132,42150,134,35566,141,22720,171,25066,444,25278,1324,82461,302,33295,409,45094
269,540638,127,27615,91,27466,133,42607,137,35964,141,23037,173,25382,451,25636,1339,83094,306,33677,419,45552
270,542674,129,27969,91,27814,136,43042,139,36380,142,23357,173,25731,456,25972,1348,83741,315,34102,422,45994
271,544646,133,28331,92,28110,137,43456,140,36799,145,23659,176,26071,466,26315,1357,84298,318,34466,422,46474
272,546715,133,28678,93,28462,139,43933,141,37207,150,23996,177,26420,468,26666,1361,84885,324,34893,426,46995
273,548719,135,29007,93,28815,141,44411,144,37592,157,24313,177,26759,472,26998,1380,85530,329,35294,429,47444
274,550742,137,29326,96,29186,143,44839,149,38011,159,24620,182,27089,476,27351,1394,86198,333,35709,431,47915
275,552783,139,29717,98,29534,144,45268,149,38457,161,24965,186,27431,481,27731,1412,86822,339,36114,435,48378
276,554792,141,30111,99,29874,146,45685,150,38872,164,25306,187,27793,485,28068,1421,87475,345,36523,441,48859
277,556836,142,30478,99,30236,147,46148,151,39290,165,25655,193,28178,489,28444,1429,88091,350,36908,450,49337
278,558883,144,30847,101,30607,148,46657,153,39733,169,25989,193,28535,492,28795,1438,88730,353,37344,456,49822
279,560871,145,31204,104,30978,154,47098,155,40146,172,26322,197,28892,501,29150,1453,89380,354,37751,457,50306
280,562868,146,31572,107,31341,155,47546,157,40582,177,26657,202,29220,507,29504,1461,90031,356,38189,464,50780
281,564887,148,31926,107,31703,155,47993,158,40978,181,27009,203,29566,511,29887,1474,90614,360,38612,467,51277
282,566978,149,32296,109,32049,155,48478,161,41402,185,27377,206,29945,520,30280,1480,91294,364,39067,474,51768
283,568966,153,32653,110,32439,158,48948,164,41878,187,27722,208,30319,525,30658,1491,91917,369,39467,482,52253
284,570957,156,33044,112,32846,158,49408,166,42323,190,28065,212,30693,531,31010,1499,92556,374,39886,487,52710
285,573024,157,33429,115,33212,158,49878,168,42759,193,28435,213,31069,537,31398,1511,93204,376,40331,491,53209
286,575006,157,33819,118,33579,159,50311,169,43220,194,28803,217,31421,544,31783,1524,93851,379,40790,502,53730
287,577004,159,34183,119,33965,159,50810,169,43666,194,29148,219,31812,550,32158,1540,94497,382,41238,508,54252
288,579089,162,34550,120,34366,160,51326,172,44105,196,29516,221,32183,556,32571,1553,95177,388,41694,515,54787
289,581109,167,34944,122,34760,163,51829,174,44558,200,29866,221,32547,564,32922,1571,95821,395,42181,517,55291
290,583129,168,35377,123,35163,166,52287,178,45004,200,30248,224,32937,575,33325,1583,96467,400,42619,519,55799
291,585154,170,35780,126,35539,169,52756,180,45450,205,30637,229,33316,581,33767,1596,97137,401,43051,521,56353
292,587179,171,36182,128,35963,170,53261,183,45936,212,31028,230,33702,591,34197,1611,97800,407,43498,524,56834
293,589174,175,36571,129,36372,170,53756,187,46398,218,31409,232,34106,598,34553,1624,98437,411,43943,530,57358
294,591178,177,36990,131,36804,171,54247,189,46862,218,31767,237,34500,612,34945,1638,99094,415,44378,536,57858
295,593237,178,37411,134,37238,171,54745,192,47306,220,32147,240,34881,622,35337,1653,99734,422,44872,544,58417
296,595279,181,37813,135,37623,172,55271,193,47747,222,32534,242,35260,634,35765,1666,100367,425,45341,550,58956
297,597290,185,38195,135,37987,175,55783,195,48207,226,32929,244,35649,635,36178,1677,101069,430,45784,553,59517
298,599322,190,38618,135,38435,177,56292,198,48726,230,33350,246,36052,642,36607,1688,101696,436,46277,559,60057
299,601329,191,39054,136,38885,181,56792,201,49215,231,33759,250,36452,648,36984,1696,102363,444,46754,567,60611
300,603331,192,39467,136,39309,182,57298,201,49685,231,34157,252,36879,654,37418,1704,103002,449,47213,571,61126
301,605382,196,39885,138,39715,184,57798,205,50155,234,34551,256,37286,665,37865,1719,103741,451,47694,573,61669
302,607418,197,40285,139,40119,190,58325,206,50668,235,34950,260,37688,677,38318,1732,104405,460,48162,578,62235
303,609405,199,40701,139,40552,191,58815,207,51163,239,35391,261,38068,685,38714,1744,105060,465,48607,581,62742
304,611419,203,41146,143,40996,192,59343,211,51664,241,35767,262,38483,691,39135,1757,105710,466,49107,587,63314
305,613477,204,41619,143,41440,194,59865,214,52147,242,36189,265,38935,694,39564,1771,106423,471,49590,593,63869
306,615477,205,42047,145,41854,197,60408,215,52639,246,36597,271,39371,700,40008,1788,107071,473,50090,600,64440
307,617507,207,42480,149,42283,200,60918,218,53139,249,37052,275,39802,708,40478,1805,107750,486,50593,603,65009
308,619531,208,42927,149,42693,204,61444,221,53666,253,37498,276,40226,713,40920,1822,108412,492,51075,612,65581
309,621556,208,43375,152,43169,205,61970,227,54158,256,37940,279,40637,720,41326,1834,109104,496,51549,620,66122
310,623571,211,43813,152,43630,206,62480,229,54666,258,38333,283,41072,727,41771,1848,109779,505,52042,628,66709
311,625638,215,44252,153,44050,210,63017,233,55175,260,38754,285,41537,733,42224,1856,110453,512,52529,634,67241
312,627628,217,44696,156,44505,213,63588,236,55698,261,39196,289,41996,737,42701,1862,111116,514,53070,636,67798
313,629687,217,45178,157,44973,215,64137,238,56246,265,39654,291,42442,739,43133,1872,111824,521,53624,642,68395
314,631660,219,45642,158,45433,218,64689,241,56765,270,40081,294,42878,746,43567,1889,112532,526,54111,649,68956
315,633729,219,46129,160,45929,220,65274,242,57289,273,40528,297,43377,753,44031,1902,113253,530,54589,655,69559
316,635733,221,46555,163,46415,221,65830,244,57782,275,40959,299,43830,765,44515,1917,113942,533,55120,661,70141
317,637807,223,47024,163,46888,223,66360,244,58297,282,41412,303,44287,773,44970,1931,114651,540,55664,669,70736
318,639819,225,47465,164,47324,225,66897,245,58849,287,41864,304,44728,783,45416,1945,115371,548,56190,675,71308
319,641788,228,47944,165,47782,226,67466,248,59351,289,42279,304,45165,792,45839,1955,116076,553,56675,684,71877
320,643831,230,48439,166,48305,228,68025,250,59888,292,42745,306,45672,805,46323,1967,116779,557,57166,688,72462
321,645867,232,48930,168,48800,229,68604,251,60399,293,43203,309,46174,813,46855,1977,117499,563,57725,694,73060
322,647908,236,49408,171,49275,232,69173,253,60955,296,43656,313,46650,823,47374,1987,118214,570,58300,700,73656
323,650006,242,49913,175,49795,236,69788,254,61528,299,44159,315,47142,836,47855,2006,118946,572,58849,705,74306
324,651946,245,50411,179,50256,238,70355,258,62072,301,44590,316,47583,844,48296,2020,119609,580,59345,713,74876
325,653960,246,50921,180,50771,240,70918,258,62566,303,45032,317,48046,850,48767,2034,120324,590,59890,716,75445
326,656017,246,51399,183,51257,240,71482,258,63109,305,45472,319,48564,855,49290,2046,121100,598,60438,723,76021
327,658060,249,51896,185,51783,241,72061,260,63686,307,45968,324,49057,864,49818,2060,121841,605,60988,725,76619
328,660093,253,52430,186,52323,246,72625,261,64278,311,46462,328,49556,872,50306,2070,122560,614,61542,735,77251
329,662133,261,52975,186,52834,247,73190,263,64838,315,46933,335,50055,882,50844,2084,123295,616,62078,742,77862
330,664108,265,53468,189,53316,248,73774,266,65371,315,47425,339,50568,888,51349,2101,124013,618,62641,753,78457
331,666066,268,53954,192,53822,251,74342,269,65902,316,47867,342,51073,896,51839,2118,124726,629,63187,762,79064
332,668154,273,54493,195,54349,251,74966,269,66488,317,48345,348,51546,913,52358,2132,125451,634,63799,767,79697
333,670261,278,55041,197,54881,254,75625,273,67058,319,48848,358,52046,924,52882,2150,126196,639,64377,773,80342
334,672236,279,55536,200,55363,258,76223,278,67578,321,49305,360,52525,928,53375,2168,126874,648,64934,777,80971
335,674239,282,56068,202,55899,259,76793,279,68138,321,49797,364,53074,937,53900,2177,127590,653,65510,786,81600
336,676250,286,56612,202,56443,260,77401,282,68736,325,50294,371,53617,944,54412,2196,128287,661,66061,793,82189
337,678341,287,57163,202,57015,261,78007,286,69348,328,50820,376,54125,948,54948,2211,129064,668,66672,800,82793
338,680360,292,57678,206,57544,262,78643,287,69929,333,51284,382,54642,967,55498,2223,129792,680,67292,802,83428
339,682386,296,58232,208,58061,265,79256,289,70521,340,51811,387,55167,971,56017,2235,130534,689,67872,810,84127
340,684333,298,58770,212,58580,267,79855,291,71073,344,52317,388,55681,979,56498,2250,131262,695,68437,818,84771
341,686443,301,59329,215,59137,268,80463,291,71673,346,52800,392,56174,988,57050,2268,132057,705,69067,826,85453
342,688485,302,59909,216,59706,269,81128,291,72292,347,53329,395,56751,998,57587,2278,132780,717,69644,834,86096
343,690490,307,60483,217,60272,270,81731,293,72898,353,53843,398,57273,1010,58121,2294,133536,724,70230,840,86723
344,692463,308,61046,218,60823,273,82337,294,73467,359,54367,402,57799,1025,58676,2306,134284,732,70815,843,87358
345,694474,311,61610,220,61381,275,82937,304,74067,365,54884,407,58310,1038,59235,2322,135038,743,71383,853,88023
346,696542,313,62194,222,61975,279,83560,305,74693,372,55406,410,58866,1049,59795,2339,135773,747,71975,855,88660
347,698603,313,62761,224,62526,284,84203,307,75311,375,55912,418,59420,1061,60321,2357,136523,749,72608,865,89300
348,700536,313,63299,226,63063,288,84840,310,75863,380,56404,419,59920,1071,60808,2375,137236,755,73207,869,89939
349,702571,316,63871,226,63607,289,85477,312,76449,388,56932,427,60436,1079,61379,2392,137994,759,73812,879,90637
350,704693,316,64475,231,64211,293,86164,312,77120,390,57503,434,61054,1088,62014,2409,138777,765,74445,882,91325
351,706677,318,65070,232,64799,297,86800,317,77740,392,58048,438,61599,1094,62559,2420,139535,771,75057,885,91969
352,708624,321,65625,236,65383,300,87381,319,78366,394,58574,446,62153,1102,63103,2431,140262,778,75651,887,92587
353,710624,324,66247,238,65953,302,87995,321,78984,398,59093,449,62716,1111,63658,2449,141029,785,76252,897,93217
354,712701,327,66833,241,66544,303,88651,324,79633,404,59671,451,63294,1120,64254,2462,141841,789,76865,906,93915
355,714733,328,67415,241,67109,307,89283,326,80244,406,60201,455,63832,1130,64854,2476,142628,796,77475,910,94595
356,716784,333,68022,243,67713,310,89972,328,80904,407,60729,458,64369,1141,65427,2490,143406,804,78133,920,95272
357,718735,340,68618,247,68279,315,90588,333,81553,412,61308,463,64978,1150,65993,2502,144142,805,78756,931,95920
358,720784,344,69231,249,68904,316,91274,334,82197,417,61880,468,65611,1159,66601,2515,144921,812,79379,938,96570
359,722845,351,69907,251,69507,319,91940,336,82883,422,62490,472,66194,1163,67220,2532,145691,819,80024,944,97286
360,724891,354,70496,252,70152,322,92620,339,83536,426,63080,477,66744,1177,67826,2545,146452,828,80659,952,98002
361,726897,358,71128,253,70711,323,93248,342,84169,431,63644,481,67332,1190,68412,2567,147195,836,81308,957,98659
362,728896,360,71735,255,71310,326,93907,346,84823,436,64222,482,67917,1199,68967,2578,147945,842,81924,962,99308
363,730967,369,72371,256,71924,329,94580,351,85478,445,64793,487,68507,1208,69560,2598,148680,849,82555,967,100048
364,732992,375,73051,258,72561,331,95295,353,86163,448,65403,491,69168,1222,70183,2617,149475,859,83247,977,100739
365,735002,379,73701,263,73197,336,95993,357,86844,452,66005,498,69764,1235,70842,2635,150188,866,83912,988,101461
366,737008,380,74330,267,73839,339,96704,361,87522,456,66605,502,70377,1250,71442,2650,151002,872,84575,997,102163
367,739041,386,74993,268,74492,339,97440,361,88193,459,67216,505,70983,1263,72054,2666,151748,881,85248,1004,102872
368,741050,389,75617,272,75132,343,98105,365,88885,463,67801,508,71599,1277,72656,2681,152559,892,85901,1010,103559
369,743097,391,76262,275,75782,344,98807,366,89553,469,68436,516,72228,1291,73302,2693,153372,899,86548,1012,104253
370,745073,397,76875,276,76389,347,99501,368,90216,475,69015,525,72816,1301,73878,2710,154148,906,87199,1014,104938
371,747067,402,77513,277,77022,347,100200,372,90859,478,69585,530,73383,1310,74491,2721,154904,909,87799,1015,105612
372,749115,404,78200,281,77710,350,100871,376,91566,479,70182,532,74025,1313,75128,2734,155750,920,88460,1020,106319
373,751184,404,78915,284,78380,357,101653,377,92287,484,70817,536,74699,1327,75772,2746,156535,931,89196,1023,107108
374,753152,410,79519,285,79014,358,102332,380,93003,491,71465,551,75336,1336,76407,2761,157299,940,89885,1035,107863
375,755155,414,80174,289,79695,360,103046,382,93683,495,72111,555,75954,1349,77045,2772,158059,944,90557,1042,108631
376,757253,418,80901,291,80395,364,103796,385,94410,499,72698,562,76612,1359,77689,2786,158858,951,91281,1047,109382
377,759232,423,81591,294,81053,364,104546,389,95104,506,73284,571,77202,1368,78284,2793,159631,958,91962,1057,110080
378,761213,426,82236,299,81699,365,105236,391,95769,509,73912,575,77791,1376,78872,2808,160452,967,92641,1063,110801
379,763264,431,82928,299,82385,368,106011,392,96524,512,74608,587,78513,1393,79575,2826,161296,972,93297,1072,111529
380,765248,436,83616,299,83068,371,106699,394,97241,515,75245,590,79174,1405,80245,2837,162048,977,93941,1078,112191
381,767362,438,84369,303,83817,372,107492,396,98004,521,75921,596,79850,1414,80885,2852,162939,985,94634,1084,112910
382,769351,441,85086,304,84515,374,108212,396,98735,524,76561,601,80487,1430,81523,2873,163736,995,95341,1096,113629
383,771372,447,85789,307,85176,379,108987,398,99470,526,77214,604,81158,1442,82179,2885,164554,1003,96052,1100,114436
384,773368,455,86469,307,85859,382,109759,402,100199,532,77848,606,81819,1451,82808,2898,165331,1015,96750,1106,115216
385,775434,462,87163,313,86541,383,110539,408,100908,535,78517,611,82501,1466,83504,2919,166176,1028,97501,1113,116007
386,777442,465,87835,316,87199,389,111261,409,101631,539,79124,615,83123,1480,84141,2935,166985,1032,98223,1122,116779
387,779447,471,88569,318,87923,392,112046,411,102408,543,79814,619,83795,1495,84854,2945,167788,1041,98933,1128,117555
388,781506,477,89346,323,88668,396,112835,414,103210,548,80482,626,84498,1507,85566,2964,168535,1048,99666,1132,118331
389,783564,480,90084,326,89408,400,113590,416,103958,550,81211,632,85201,1526,86294,2978,169308,1052,100322,1141,119118
390,785549,482,90797,330,90119,401,114382,420,104745,552,81905,641,85860,1550,86980,2993,170121,1058,101047,1150,119814
391,787566,487,91544,332,90803,401,115174,428,105491,562,82589,644,86536,1557,87643,3013,170976,1063,101789,1155,120551
392,789597,492,92284,338,91534,403,115934,428,106233,568,83262,652,87193,1570,88297,3033,171824,1071,102525,1159,121309
393,791636,493,93012,339,92266,407,116760,428,107005,577,83930,656,87861,1587,88953,3051,172674,1076,103213,1170,122096
394,793681,494,93818,343,93076,413,117577,432,107846,580,84684,660,88567,1597,89670,3068,173554,1080,103959,1178,122889
395,795729,498,94611,343,93807,416,118325,436,108629,583,85435,670,89315,1615,90481,3084,174467,1088,104714,1186,123720
396,797741,499,95419,348,94579,418,119114,439,109411,592,86165,674,90045,1628,91236,3098,175310,1094,105463,1195,124514
397,799699,502,96179,353,95301,418,119846,445,110142,592,86844,678,90726,1641,92034,3119,176133,1106,106214,1204,125332
398,801790,506,96948,354,96101,421,120621,450,110963,595,87543,680,91417,1655,92815,3137,176974,1114,106987,1217,126196
399,803856,513,97701,358,96844,421,121491,451,111786,601,88313,683,92175,1669,93580,3148,177731,1123,107778,1231,126994
400,805828,518,98498,362,97593,423,122278,458,112549,605,88981,689,92836,1675,94262,3162,178494,1134,108551,1242,127716
401,807843,520,99265,367,98316,425,123083,460,113289,613,89687,692,93489,1687,94961,3177,179240,1147,109238,1252,128410
402,809902,526,100104,368,99121,427,123926,467,114149,616,90478,699,94291,1703,95666,3190,179949,1157,109930,1257,129084
403,811886,531,100918,370,99900,430,124733,469,115001,618,91241,702,95070,1717,96313,3210,180802,1164,110630,1267,129729
404,813945,536,101759,376,100721,437,125565,477,115846,623,91971,706,95849,1730,97019,3234,181709,1172,111301,1275,130423
405,815956,543,102576,377,101503,439,126341,481,116655,631,92733,711,96613,1737,97762,3254,182633,1179,111995,1282,131139
406,818027,548,103437,379,102316,441,127140,484,117464,637,93476,714,97364,1748,98556,3266,183632,1185,112806,1286,132019
407,820011,551,104239,387,103090,444,127906,488,118238,644,94219,716,98089,1771,99376,3284,184557,1195,113609,1299,132937
408,822037,555,105071,389,103828,446,128760,492,119090,646,94953,719,98836,1786,100241,3300,185480,1206,114563,1304,133895
409,824060,559,105957,394,104687,448,129639,497,119977,652,95769,722,99677,1801,101130,3317,186375,1216,115396,1311,134731
410,826112,566,106900,400,105568,449,130468,499,120820,660,96570,727,100448,1820,101958,3334,187199,1227,116202,1318,135534
411,828147,572,107852,405,106440,452,131337,506,121726,664,97305,734,101233,1828,102635,3347,187834,1233,116878,1330,136227
412,830185,578,108716,406,107245,455,132174,510,122604,667,97981,737,101962,1840,103185,3361,188404,1239,117431,1335,136799
413,832212,582,109504,410,107949,458,132852,513,123315,670,98593,744,102673,1850,103628,3368,188858,1244,117853,1338,137246
414,834205,588,110570,412,108611,462,133562,516,124193,673,99048,748,103328,1853,103927,3376,189166,1253,118129,1341,137532
415,836272,591,111243,413,109443,467,134535,518,125321,678,99381,751,103763,1856,104090,3379,189327,1255,118290,1342,137673
